id|createTime|deleteTime|isBlocked|type|nickname|phonenum|email|freqLoginType|lastLoginTime|accountLevel|inDegree|OutDegree|isExplicitDeleted|Owner
4841371248690724864|1648466084114|1893196800000|false|escrow account|Corinna Eisenberger|955-7773|hotmail.com|IPv4|1679750516285|Platinum level|1|4|false|PERSON
4910332617984835585|1669624805859|1893196800000|false|credit card|Booker Aiu|792-9245|gmail.com|RFID|1683902618572|Basic level|1|1|false|PERSON
4774661679210299394|1627929856450|1893196800000|false|trust account|Harland Hipwell|639-1731|gmx.com|POS|1709761942544|Silver level|1|2|false|PERSON
4783105928511619075|1630559112487|1662203887794|false|trust account|Renata Wilmot|814-8370|gmx.com|RFID|1635144306191|Basic level|1|6|true|PERSON
4792957552696492036|1633593618220|1893196800000|false|certificate of deposit|Giovanna Choinski|638-7745|gmx.com|IPv6|1705770769785|Basic level|1|2|false|PERSON
4839682398830460933|1647896957330|1893196800000|false|internet account|Audie Lineberger|032-5871|gmail.com|NFC|1764275648441|Basic level|6|2|false|PERSON
4827016024878481414|1644060880542|1893196800000|false|custodial account|Rocio Mirarchi|925-5777|gmail.com|MAC|1779493892479|Basic level|2|11|false|PERSON
4915117692588916743|1671092068273|1893196800000|false|custodial account|Young Palamino|114-3733|gmail.com|IPv4|1891502644219|Basic level|1|1|false|PERSON
4903295743567069192|1667444762522|1893196800000|true|merchant account|Erasmo Wafula|533-4234|gmail.com|IPv4|1687299533540|Silver level|17|2|false|PERSON
4913710317705363465|1670699495851|1893196800000|false|debit card|Efrain Wikle|484-8893|gmail.com|IPv4|1690551135407|Silver level|9|1|false|PERSON
4916243592495759370|1671485409912|1893196800000|false|debit card|Bernadine Sookram|073-6774|zoho.com|IPv6|1879666633302|Basic level|1|3|false|PERSON
4841934198644146187|1648643020028|1893196800000|false|certificate of deposit|Chet Delnero|979-3452|zoho.com|PHONE|1822872629379|Gold level|4|1|false|PERSON
4916525067472470028|1671544048686|1893196800000|false|trust account|Krystle Camacho|739-9457|yahoo.com|ATM|1759397320023|Basic level|1|1|false|PERSON
4895414444219170829|1665079115938|1893196800000|false|retirement account|Ronnie Canevazzi|265-9505|hotmail.com|POS|1830574761654|Silver level|1|1|false|PERSON
4847282223201648654|1650247712246|1893196800000|false|foreign currency|Berry Elsner|324-5616|gmail.com|RFID|1717062990538|Basic level|2|1|false|PERSON
4902169843660226575|1667128288845|1893196800000|false|retirement account|Bailey Sterns|628-9743|yahoo.com|QRCode|1837770982535|Basic level|1|27|false|PERSON
