id|createTime|deleteTime|isBlocked|type|nickname|phonenum|email|freqLoginType|lastLoginTime|accountLevel|inDegree|OutDegree|isExplicitDeleted|Owner
4671921663443468288|1596369021996|1893196800000|false|debit card|Theresia Wight|788-0613|gmail.com|MAC|1705349033849|Basic level|1|3|false|PERSON
4857976623049211905|1653554583181|1662337554191|false|certificate of deposit|Erica Passini|404-3547|hotmail.com|ATM|1655304617794|Basic level|2|1|true|PERSON
4860791372816318466|1654393133616|1893196800000|false|escrow account|Eric Twehous|563-7488|gmx.com|MAC|1854467354488|Basic level|1|10|false|PERSON
4836865999795912707|1647022588840|1893196800000|false|escrow account|Brenna Vinsel|180-6125|gmail.com|IPv6|1768866357776|Basic level|1|1|false|PERSON
4792674428452339716|1633451966632|1893196800000|false|internet account|Hanh Seraille|609-1296|gmail.com|IPv4|1857594337721|Basic level|4|4|false|PERSON
4701476535998087173|1605462355452|1612571974944|false|trust account|Anitra Duhart|182-0876|hotmail.com|RFID|1608148898481|Basic level|1|1|true|PERSON
4915397518298185734|1671152216267|1893196800000|false|foreign currency|Bryce Gaska|089-8893|hotmail.com|ATM|1857335268474|Gold level|3|2|false|PERSON
4905264419136602119|1668049492250|1893196800000|false|custodial account|Emery Rich|374-6260|gmail.com|IPv6|1882098343221|Basic level|1|2|false|PERSON
4906390319043444744|1668380404173|1893196800000|false|foreign currency|Darci Sheedy|231-6969|yahoo.com|IPv6|1718720815039|Basic level|3|3|false|PERSON
4899353444625678345|1666255128181|1893196800000|false|trust account|Norberto Cocco|389-4729|yahoo.com|NFC|1824294738367|Basic level|7|1|false|PERSON
4901323769462652938|1666830287587|1893196800000|false|certificate of deposit|Isaac Preziosi|579-2845|gmail.com|NFC|1727449475758|Basic level|1|1|false|PERSON
4867265297280663563|1656433118503|1893196800000|false|debit card|Elena Mallek|262-2425|gmail.com|MAC|1702514044395|Basic level|1|2|false|PERSON
4824762575797354508|1643340128865|1893196800000|false|foreign currency|Brady Cascone|969-7775|yahoo.com|MAC|1678097506993|Basic level|1|1|false|PERSON
4817444226402877453|1641082646997|1893196800000|true|certificate of deposit|Cordelia Ratcliffe|491-4206|hotmail.com|MAC|1645865904236|Basic level|4|5|false|PERSON
4851221223608156174|1651506706911|1672058734633|false|corporate account|Van Topinka|334-8093|gmail.com|IPv6|1665321494089|Silver level|1|2|true|PERSON
4917930793088581647|1671967046568|1672431144835|false|merchant account|Duncan Daddio|253-2044|yahoo.com|IPv4|1672062145506|Silver level|3|1|true|PERSON
4888657395510673424|1663015739498|1893196800000|false|credit card|Rubin Maenaga|125-2920|gmail.com|QRCode|1828279960651|Basic level|1|1|false|PERSON
4918775218018713617|1672260916789|1672437409615|false|retirement account|Kacie Sanpson|529-5053|gmx.com|PHONE|1672321233133|Platinum level|1|1|true|PERSON
4818288651333009426|1641387434299|1893196800000|false|credit card|Gilda Hamid|967-3424|gmx.com|QRCode|1690596633936|Basic level|1|1|false|PERSON
4828421750494593043|1644504053751|1893196800000|false|trust account|Norberto Levenstein|272-2102|gmail.com|MAC|1741159128686|Diamond level|1|6|false|PERSON
4784793129104441364|1631022241145|1893196800000|false|merchant account|Bennie Waychoff|344-9992|gmx.com|PHONE|1867454346285|Silver level|2|1|false|PERSON
4825888475704197141|1643655985609|1893196800000|false|brokerage account|Queenie Mcclenic|792-4502|zoho.com|IPv4|1836458158625|Platinum level|6|1|false|PERSON
4844184349190389782|1649325591461|1893196800000|false|debit card|Malik Zutell|838-5478|gmail.com|POS|1657639221910|Basic level|1|3|false|PERSON
4818851601286430743|1641527385324|1893196800000|false|internet account|Markus Carnett|230-3211|gmx.com|WIFI|1731714231510|Platinum level|1|3|false|PERSON
4877961346395668504|1659662918769|1893196800000|false|brokerage account|Alphonse Wahpekeche|261-9145|hotmail.com|RFID|1665070272676|Basic level|2|1|false|PERSON
4912582768531079193|1670341832816|1893196800000|false|brokerage account|Soraya Vivolo|093-9392|gmail.com|WIFI|1679776558818|Silver level|1|2|false|PERSON
4818288651333009434|1641370991905|1893196800000|false|brokerage account|Glenn Carnillo|406-6615|gmail.com|WIFI|1776010678097|Basic level|1|1|false|PERSON
4779163629570228251|1629302350812|1893196800000|false|merchant account|Coleen Boker|591-3255|gmail.com|NFC|1685550327021|Silver level|1|1|false|PERSON
4863324647606714396|1655230372591|1893196800000|false|credit card|Sharron Brozena|710-2034|gmail.com|MAC|1763134209975|Silver level|1|1|false|PERSON
4697817361300848669|1604344403784|1893196800000|false|debit card|Micah Claybrooks|234-1775|gmx.com|NFC|1668604447555|Basic level|1|4|false|PERSON
