id|createTime|deleteTime|isBlocked|type|nickname|phonenum|email|freqLoginType|lastLoginTime|accountLevel|inDegree|OutDegree|isExplicitDeleted|Owner
4825326625262403584|1643521946733|1893196800000|false|corporate account|Myrna Geyer|211-5508|gmail.com|WIFI|1875632394220|Silver level|1|4|false|PERSON
4893443569626382337|1664417482188|1893196800000|false|internet account|Rory Caristo|039-1578|gmail.com|QRCode|1773206719877|Silver level|2|2|false|PERSON
4854600022840311810|1652476894516|1893196800000|false|foreign currency|Lou Stadelman|500-5296|gmx.com|QRCode|1657453773043|Silver level|10|1|false|PERSON
4845029873632149507|1649563052093|1893196800000|false|corporate account|Betty Odil|361-7492|gmx.com|PHONE|1669156096001|Basic level|1|1|false|PERSON
4838555949167804420|1647602053395|1893196800000|false|credit card|Shelly Desimone|632-1595|yahoo.com|WIFI|1721292657084|Elite level|1|4|false|PERSON
4746232156806709253|1619226948398|1893196800000|true|credit card|Elvera Dorrance|703-7832|gmx.com|MAC|1652806069258|Basic level|2|1|false|PERSON
4823637775402139654|1642998518573|1893196800000|false|merchant account|Ruth Dubuisson|712-1818|yahoo.com|NFC|1723344369718|Basic level|5|1|false|PERSON
4785920128522911751|1631420032160|1893196800000|false|brokerage account|Nicol Sharifi|683-9587|gmail.com|POS|1849376672155|Basic level|2|1|false|PERSON
4862481322188210184|1654962751901|1893196800000|false|trust account|Allen Plotts|699-4494|gmx.com|MAC|1685959401675|Basic level|9|4|false|PERSON
4874866221163479049|1658703954486|1893196800000|false|escrow account|Marty Bogosh|400-7843|gmail.com|QRCode|1780250425224|Basic level|2|1|false|PERSON
4868673771675844618|1656803496388|1893196800000|false|custodial account|Robert Dumag|545-1401|yahoo.com|POS|1688327652390|Basic level|1|7|false|PERSON
4915117142833102859|1671110854044|1893196800000|true|corporate account|Jalisa Starkweather|430-7271|gmail.com|MAC|1754391836011|Basic level|10|4|false|PERSON
4914554192879681548|1670895432889|1893196800000|false|corporate account|Pedro Duffin|346-4669|gmail.com|IPv4|1884204872804|Basic level|1|5|false|PERSON
4882184570557956109|1660996676533|1893196800000|false|escrow account|Cyrus Jurich|717-2249|gmx.com|MAC|1783025556928|Basic level|1|3|false|PERSON
4918494842553630734|1672166204230|1893196800000|false|credit card|Erika Brabec|945-4944|gmail.com|PHONE|1674573603763|Basic level|1|2|false|PERSON
4919057792507052047|1672276923217|1893196800000|false|prepaid card|Scott Carns|874-4056|yahoo.com|IPv6|1838426063299|Silver level|1|1|false|PERSON
4919339267483762704|1672410954798|1893196800000|false|debit card|Chang Feng|744-4476|gmail.com|WIFI|1703013389841|Basic level|1|2|false|PERSON
4919339267483762705|1672376521344|1893196800000|false|credit card|Arthur Maggert|907-3933|gmx.com|WIFI|1803757469182|Basic level|1|1|false|PERSON
4825326625262403602|1643550347048|1893196800000|false|retirement account|Orlando Girardi|777-4467|hotmail.com|MAC|1820186922648|Silver level|1|2|false|PERSON
4724840058576699411|1612649991935|1621379317850|false|retirement account|Jewell Sensenbrenner|003-5951|gmail.com|WIFI|1619223093101|Silver level|1|1|true|PERSON
4900198969067438100|1666544278673|1893196800000|false|retirement account|Luke Stark|398-9583|gmail.com|IPv6|1794624813739|Basic level|2|2|false|PERSON
4718084659135643669|1610571884373|1893196800000|false|internet account|Nicki Gramberg|011-6962|gmail.com|IPv6|1747129493348|Basic level|1|36|false|PERSON
4910332068229021718|1669617484785|1893196800000|false|custodial account|Roosevelt Klosowski|925-9511|gmx.com|IPv6|1784221885288|Basic level|2|1|false|PERSON
4902450768881123351|1667191944886|1671394915958|false|escrow account|Christy Dormane|470-6106|gmail.com|PHONE|1669881012039|Basic level|5|1|true|PERSON
4778883254105145368|1629232025637|1893196800000|false|credit card|Melinda Franchette|124-7118|yahoo.com|QRCode|1769635704457|Basic level|1|1|false|PERSON
4867829346745712665|1656538697626|1893196800000|false|retirement account|Cheyenne Schoettmer|462-9854|gmail.com|RFID|1711512004711|Basic level|1|2|false|PERSON
4795490277731074074|1634314132974|1893196800000|false|prepaid card|Harvey Matthewson|989-6742|gmail.com|MAC|1780163717501|Silver level|1|1|false|PERSON
4901043393997570075|1666785864138|1893196800000|false|credit card|Zulma Murdy|904-1144|gmail.com|RFID|1835569338967|Basic level|1|1|false|PERSON
4795208802754363420|1634227500209|1893196800000|false|prepaid card|Kia Hach|854-9218|gmail.com|IPv6|1688403639552|Basic level|4|1|false|PERSON
4868110821722423325|1656644320123|1893196800000|false|corporate account|Jocelyn Vansicklin|145-7081|gmx.com|WIFI|1829726228662|Basic level|1|4|false|PERSON
4913709767949549598|1670711776280|1672064607686|false|retirement account|Desmond Morenco|791-8792|gmail.com|WIFI|1671486087730|Basic level|1|7|true|PERSON
4851785273073205279|1651660384229|1663719136087|false|retirement account|Hong Raitt|868-7448|gmail.com|IPv6|1655684567286|Basic level|1|1|true|PERSON
4892036194742829088|1663994689401|1893196800000|false|prepaid card|Giovanni Whetsell|729-6373|gmail.com|IPv6|1684047213738|Basic level|1|1|false|PERSON
4843059548795174945|1648967588509|1893196800000|false|debit card|Carmine Willer|481-0955|gmail.com|POS|1860337168469|Basic level|16|1|false|PERSON
4884436370371641378|1661658039101|1893196800000|false|internet account|Ethelyn Scow|544-1947|gmail.com|IPv4|1843463955325|Silver level|2|4|false|PERSON
4811534351403581475|1639241247606|1893196800000|false|internet account|Salina Wobser|403-0846|yahoo.com|MAC|1766387229507|Platinum level|2|1|false|PERSON
4882184570557956132|1661017555142|1893196800000|false|brokerage account|Keven Guerro|644-2646|gmx.com|IPv4|1873591205115|Silver level|1|1|false|PERSON
4811534351403581477|1639252882669|1666349618476|false|credit card|Benedict Siever|022-5328|gmx.com|IPv4|1655256148093|Basic level|1|2|true|PERSON
4857977722560839718|1653566857948|1893196800000|false|debit card|Mel Mearse|010-9420|gmx.com|IPv4|1718998837232|Basic level|3|1|false|PERSON
4834896774470565927|1646482561794|1893196800000|false|corporate account|Walker Goetjen|698-1662|zoho.com|MAC|1755603398796|Silver level|1|14|false|PERSON
4904421093718097960|1667796585257|1893196800000|false|debit card|Wanita Zaltz|162-1218|yahoo.com|WIFI|1731288492602|Basic level|10|1|false|PERSON
4915117142833102889|1671127812917|1893196800000|false|credit card|Sandy Burton|545-0295|gmail.com|PHONE|1735049197178|Basic level|3|1|false|PERSON
4902169293904412714|1667154909802|1893196800000|false|prepaid card|Kasey Blaser|452-8011|zoho.com|IPv4|1860234759882|Basic level|1|2|false|PERSON
4876273596047032363|1659208886527|1893196800000|false|retirement account|Lynn Klang|793-4318|gmx.com|POS|1685332281232|Basic level|2|1|false|PERSON
4916524517716656172|1671514684769|1893196800000|false|prepaid card|Peggie Cravenho|692-4859|yahoo.com|POS|1673054945922|Basic level|1|1|false|PERSON
4850940848143073325|1651429821124|1660425799941|false|debit card|Mirna Kounkel|791-6750|gmx.com|ATM|1654852209678|Gold level|3|1|true|PERSON
4917087467670077486|1671672611720|1893196800000|false|retirement account|Genaro Padley|119-4602|hotmail.com|PHONE|1680312929247|Basic level|2|2|false|PERSON
4859948047397814319|1654188622457|1893196800000|false|escrow account|Migdalia Herran|953-2520|gmail.com|PHONE|1689157593285|Silver level|1|10|false|PERSON
4915117142833102896|1671096050466|1893196800000|false|internet account|Jocelyn Terracciano|801-4581|yahoo.com|IPv4|1881261592471|Gold level|1|2|false|PERSON
4884717845348352049|1661721607568|1893196800000|false|corporate account|Alden Lapham|573-0759|gmail.com|QRCode|1783394710662|Basic level|1|1|false|PERSON
4720899408902750258|1611435922611|1893196800000|false|prepaid card|Karan Seybert|501-3918|gmx.com|IPv4|1723391152303|Basic level|1|1|false|PERSON
4689374211511156787|1601717683860|1893196800000|false|brokerage account|Boyce Ainslie|323-4405|hotmail.com|IPv6|1881403121315|Silver level|1|1|false|PERSON
4807030751776210996|1637854152185|1893196800000|false|prepaid card|Valentine Brittian|896-3043|gmx.com|NFC|1797635188612|Silver level|3|1|false|PERSON
4885843745255194677|1662097667671|1893196800000|false|certificate of deposit|Emmett Puotinen|547-5814|gmx.com|MAC|1812249586856|Basic level|2|1|false|PERSON
4756928205921714230|1622521117075|1893196800000|false|debit card|Xiomara Buntrock|642-0924|gmail.com|WIFI|1800562851288|Silver level|2|2|false|PERSON
4834615299493855287|1646352531208|1893196800000|false|certificate of deposit|Noreen Segee|509-3906|alumnidirector.com|WIFI|1660423188236|Basic level|6|1|false|PERSON
4767905730013429816|1625874768235|1893196800000|false|foreign currency|Freddie Lafevers|450-0478|gmail.com|IPv6|1728616519693|Silver level|2|3|false|PERSON
4893725044603093049|1664545313298|1893196800000|false|prepaid card|Prince Marinko|556-4545|yahoo.com|RFID|1828961559229|Basic level|1|1|false|PERSON
4917650417623498810|1671923230248|1893196800000|false|debit card|Rodrigo Seling|821-4189|gmail.com|POS|1819411369388|Silver level|5|1|false|PERSON
4874303271210057787|1658536568721|1659336536642|false|credit card|Marcos Leopoldo|765-5134|gmail.com|WIFI|1659309839621|Basic level|1|28|true|PERSON
4856851822653997116|1653182753617|1893196800000|false|custodial account|Brenda Mcclay|778-2526|hotmail.com|MAC|1733089892972|Basic level|1|1|false|PERSON
4839400374097936445|1647881412409|1893196800000|false|custodial account|Leandra Beddows|362-6302|gmx.com|QRCode|1750536936502|Silver level|1|11|false|PERSON
4879932770744270910|1660285609260|1893196800000|false|escrow account|Breanne Saetteurn|021-9210|gmail.com|WIFI|1673564307423|Basic level|1|1|false|PERSON
4864170172048474175|1655470371726|1893196800000|false|merchant account|Adolph Todoroff|773-5866|gmx.com|POS|1810066260596|Basic level|5|2|false|PERSON
4810689926473449536|1638989399967|1893196800000|false|credit card|Madlyn Gerig|838-1726|hotmail.com|NFC|1765165283424|Basic level|3|1|false|PERSON
4869799671582687297|1657204060627|1893196800000|false|trust account|Jayne Lantto|699-3847|gmail.com|IPv6|1855980258595|Basic level|4|5|false|PERSON
4879932770744270914|1660310380282|1669980914327|false|custodial account|Gregory Vanzandt|597-0143|gmail.com|PHONE|1661377889790|Basic level|1|1|true|PERSON
4916243042739945539|1671438766774|1893196800000|false|retirement account|Colton Cringle|359-8359|zoho.com|IPv4|1871906531969|Basic level|10|2|false|PERSON
4868110821722423364|1656646759246|1893196800000|false|escrow account|Rosana Ngoun|885-6332|zoho.com|ATM|1884015112049|Basic level|1|1|false|PERSON
4877118020977164357|1659401736357|1893196800000|false|retirement account|Andre Candia|728-0297|hotmail.com|IPv6|1868640541731|Basic level|2|1|false|PERSON
4844185448702017606|1649312247736|1893196800000|false|debit card|Alphonse Oveson|730-1484|gmail.com|NFC|1850488002512|Basic level|3|1|false|PERSON
4886406695208616007|1662257581444|1893196800000|false|corporate account|Henry Flugence|625-2779|gmail.com|MAC|1673010467600|Basic level|4|2|false|PERSON
4732158407971176520|1614932971594|1893196800000|false|debit card|Dillon Stieg|072-1381|gmx.com|QRCode|1814417710590|Gold level|1|1|false|PERSON
4876555071023743049|1659268058277|1893196800000|true|certificate of deposit|Deandre Caselli|098-4655|yahoo.com|NFC|1739758316129|Diamond level|2|14|false|PERSON
4877962445907296330|1659670566622|1893196800000|false|debit card|Caitlin Elford|385-2350|gmx.com|POS|1812066329449|Gold level|3|1|false|PERSON
4870081146559397963|1657296884443|1664145304912|true|certificate of deposit|Jennette Swearngen|376-9820|gmail.com|NFC|1658311764481|Basic level|1|1|true|PERSON
4909769118275600460|1669427121734|1893196800000|false|escrow account|Yun Sobers|883-1789|zoho.com|MAC|1702580438630|Basic level|4|1|false|PERSON
4906672893531783245|1668506061679|1893196800000|true|certificate of deposit|Denny Jamison|462-2955|gmail.com|PHONE|1752380605797|Platinum level|1|1|false|PERSON
4875992121070321742|1659043858925|1661338169538|false|custodial account|Young Bonin|244-7658|gmx.com|IPv6|1660677676639|Gold level|3|1|true|PERSON
