id|createTime|deleteTime|isBlocked|type|nickname|phonenum|email|freqLoginType|lastLoginTime|accountLevel|inDegree|OutDegree|isExplicitDeleted|Owner
156218886952321024|1625901110893|1893196800000|false|credit card|Carleen Her|132-1102|gmail.com|NFC|1769954800890|Basic level|1|1|false|COMPANY
302022924888440833|1670669894234|1893196800000|false|retirement account|Tami Otanicar|941-5623|gmail.com|RFID|1808888585020|Basic level|1|13|false|COMPANY
276408702007771138|1662822133791|1893196800000|false|prepaid card|Jamel Becks|906-1291|zoho.com|IPv4|1730021249341|Basic level|1|1|false|COMPANY
264023803032502275|1658985330527|1660224802104|false|trust account|Sang Pare|544-1169|gmx.com|MAC|1660204301728|Silver level|1|1|true|COMPANY
189995884157599748|1636237228278|1893196800000|false|certificate of deposit|Dusty Blazina|710-1480|gmail.com|QRCode|1813436640148|Platinum level|1|1|false|COMPANY
269090352613294085|1660587021734|1893196800000|true|foreign currency|Eugene Anibal|803-3158|hotmail.com|IPv4|1748822607908|Basic level|1|1|false|COMPANY
227150581083406342|1647643050491|1893196800000|false|escrow account|Vernon Schmaltz|206-2491|gmx.com|ATM|1884520601775|Platinum level|3|2|false|COMPANY
178455410112462855|1632666338692|1893196800000|false|trust account|Sabra Toste|188-9897|zoho.com|MAC|1826957251160|Basic level|1|6|false|COMPANY
238691055128543240|1651249823167|1893196800000|false|merchant account|Jared Thibedeau|696-4487|gmail.com|RFID|1770311654364|Elite level|1|1|false|COMPANY
178173935135752201|1632594795401|1893196800000|false|merchant account|Carol Magdaleno|637-4563|gmail.com|IPv6|1702100285272|Gold level|1|1|false|COMPANY
173951810485092362|1631287586281|1893196800000|false|retirement account|Johnna Turkington|734-5501|zoho.com|POS|1740254831459|Basic level|1|1|false|COMPANY
305682099585679371|1671767427999|1893196800000|false|escrow account|Monroe Uva|833-6540|gmail.com|NFC|1758688098549|Silver level|1|1|false|COMPANY
