id|createTime|deleteTime|isBlocked|type|nickname|phonenum|email|freqLoginType|lastLoginTime|accountLevel|inDegree|OutDegree|isExplicitDeleted|Owner
4843903423969492992|1649182507766|1893196800000|false|brokerage account|Marco Slezak|038-3709|gmx.com|PHONE|1753180514421|Silver level|1|9|false|PERSON
4909768568519786497|1669469083309|1893196800000|false|brokerage account|Broderick Manrique|234-9989|gmail.com|WIFI|1848627294393|Basic level|2|4|false|PERSON
4810126426764214274|1638814639183|1893196800000|false|brokerage account|Nicolas Upmeyer|285-6559|yahoo.com|POS|1782152164267|Basic level|1|1|false|PERSON
4916805442937552899|1671642443783|1893196800000|false|prepaid card|Kari Crutison|001-2431|gmail.com|IPv4|1686319460343|Basic level|1|2|false|PERSON
4845592273829756932|1649734613736|1893196800000|false|certificate of deposit|Yen Skolnick|166-9857|gmail.com|PHONE|1752136918118|Silver level|1|1|false|PERSON
4784793678860255237|1631101634333|1893196800000|false|trust account|Tanja Fratrick|004-3465|gmx.com|IPv6|1807271117310|Basic level|1|1|false|PERSON
4905827918845837318|1668278416395|1893196800000|false|escrow account|Sol Lentsch|875-1149|zoho.com|PHONE|1838498292341|Basic level|1|2|false|PERSON
4915116593077288967|1671077789161|1893196800000|false|custodial account|Lawrence Longton|231-0517|gmail.com|PHONE|1884655930583|Platinum level|4|1|false|PERSON
4910612993449918472|1669715105697|1893196800000|false|merchant account|Russ Lagasca|395-4589|gmx.com|MAC|1797508083198|Basic level|1|1|false|PERSON
4919057242751238153|1672337683033|1893196800000|false|debit card|Alonso Perino|543-8621|gmail.com|WIFI|1683509505188|Basic level|2|1|false|PERSON
4911738893356761098|1670072832557|1672439030196|true|prepaid card|Brady Picken|263-4240|yahoo.com|MAC|1670512205681|Silver level|1|1|true|PERSON
4901324319218466827|1666839576776|1893196800000|false|certificate of deposit|Lino Khlok|919-8033|yahoo.com|POS|1877474813381|Diamond level|4|11|false|PERSON
4899635469358202892|1666336685547|1668015651705|false|retirement account|Ross Stockstill|852-9786|gmail.com|IPv4|1667946319186|Gold level|1|2|true|PERSON
4901324319218466829|1666844297942|1893196800000|false|debit card|Deandre Swasey|569-7083|zoho.com|IPv6|1786627077220|Basic level|61|1|false|PERSON
4797741527788945422|1635046597718|1893196800000|false|escrow account|Bernetta Zola|698-4245|gmx.com|QRCode|1645347282185|Basic level|1|1|false|PERSON
4706262160357982223|1606953539772|1637469509811|false|credit card|Vinnie Dovenbarger|166-1508|gmail.com|QRCode|1616937295864|Diamond level|1|6|true|PERSON
4769875505094590480|1626483798131|1893196800000|false|foreign currency|Lizabeth Stohlton|048-6038|gmx.com|NFC|1633959701922|Basic level|1|1|false|PERSON
4714987884636012561|1609621046876|1893196800000|false|credit card|Adelaida Neer|050-5727|yahoo.com|IPv6|1777246238248|Basic level|2|1|false|PERSON
4695284636266266642|1603540165718|1893196800000|false|merchant account|Roma Kame|649-5499|gmail.com|IPv4|1689887007950|Basic level|15|1|false|PERSON
4744261282213920787|1618625702958|1893196800000|true|escrow account|Leisha Schmalz|527-2130|yahoo.com|POS|1654791916732|Gold level|1|3|false|PERSON
4816600351228559380|1640863416948|1893196800000|false|credit card|Jerrold Doughman|607-1296|hotmail.com|PHONE|1670425809286|Silver level|1|1|false|PERSON
4881621070848720917|1660831849317|1893196800000|false|corporate account|Linsey Strimling|852-2454|gmail.com|MAC|1860693435482|Platinum level|1|3|false|PERSON
4880776645918588950|1660546187876|1893196800000|false|trust account|Mckinley Gittler|826-3312|gmail.com|MAC|1777838390803|Basic level|2|1|false|PERSON
4901042844241756183|1666773868219|1893196800000|false|retirement account|Marge Massenburg|297-9748|gmail.com|NFC|1755119730642|Basic level|1|1|false|PERSON
4890346795126751256|1663530340547|1893196800000|false|certificate of deposit|Demetrius Longiotti|645-5304|gmx.com|NFC|1690263031145|Basic level|1|1|false|PERSON
4880213695965167641|1660401407176|1667376767683|false|merchant account|Lise Friedly|898-9279|yahoo.com|PHONE|1666062774879|Basic level|1|1|true|PERSON
4886969095406223386|1662479693516|1893196800000|false|certificate of deposit|Efren Curra|566-4920|yahoo.com|IPv4|1808539017500|Basic level|5|2|false|PERSON
4892035644987015195|1664046466066|1893196800000|false|corporate account|Kim Coca|062-9664|gmail.com|IPv6|1729697812708|Basic level|1|1|false|PERSON
4851503248340680732|1651524020705|1893196800000|false|prepaid card|Myron Belleville|096-2995|hotmail.com|PHONE|1675146968337|Basic level|1|3|false|PERSON
4886969095406223389|1662414289047|1893196800000|false|escrow account|Justina Hartzfeld|466-3244|gmail.com|IPv6|1835389670017|Basic level|1|1|false|PERSON
4854317998107787294|1652466744226|1893196800000|false|foreign currency|Landon Brightman|575-5254|gmail.com|QRCode|1711809040278|Basic level|1|4|false|PERSON
4890628270103461919|1663608138550|1893196800000|false|certificate of deposit|Geralyn Withrow|391-4803|gmail.com|MAC|1692175451143|Basic level|4|1|false|PERSON
4872895346570690592|1658113645580|1660970815382|false|trust account|Gabriella Reazer|599-3733|yahoo.com|MAC|1660499745427|Basic level|1|9|true|PERSON
4914835118100578337|1670978695320|1893196800000|false|credit card|Liliana Rhome|485-9585|alriyadh.cc|RFID|1828871492339|Basic level|7|2|false|PERSON
4886969095406223394|1662450064823|1893196800000|true|certificate of deposit|Tierra Arendall|009-4721|pochta.ru|IPv4|1792798838332|Silver level|5|1|false|PERSON
4876554521267929123|1659268390995|1893196800000|false|retirement account|Devona Melander|514-2663|yahoo.com|PHONE|1847575717159|Basic level|15|1|false|PERSON
4896257769637675044|1665312872551|1893196800000|false|brokerage account|Julianna Carlan|418-7302|hotmail.com|IPv6|1698641202102|Basic level|1|1|false|PERSON
4874865671407665189|1658702481102|1893196800000|false|corporate account|Leslie Mcdannald|156-0100|gmail.com|IPv6|1886307560783|Basic level|2|7|false|PERSON
4908924143589654566|1669240906206|1893196800000|false|debit card|Stevie Bierl|146-2688|yahoo.com|POS|1874345918009|Silver level|1|5|false|PERSON
4830392625087381543|1645081617692|1893196800000|false|merchant account|Gudrun Lestage|926-4652|gmail.com|IPv6|1732267719377|Basic level|1|2|false|PERSON
4896539244614385704|1665409270026|1666385033547|false|custodial account|Billie Biddie|894-6925|gmail.com|ATM|1666284847110|Basic level|1|1|true|PERSON
4902731694102020137|1667274741576|1893196800000|false|escrow account|Suzanna Outley|882-5835|gmail.com|ATM|1892469588104|Basic level|4|1|false|PERSON
4918775767774527530|1672245595385|1893196800000|false|prepaid card|Sophie Peralto|835-1758|gmx.com|WIFI|1729251852251|Gold level|1|1|false|PERSON
4906953818752679979|1668606599949|1893196800000|false|foreign currency|Willia Sare|811-2035|gmx.com|WIFI|1815856742490|Basic level|1|6|false|PERSON
4901887269171888172|1667051656073|1893196800000|false|escrow account|Alden Kosin|984-8647|hotmail.com|MAC|1741491695214|Silver level|8|1|false|PERSON
4919338717727948845|1672419438572|1672514365819|false|certificate of deposit|Dixie Halterman|086-6944|gmail.com|POS|1672420663140|Basic level|1|2|true|PERSON
4895694819684253742|1665120520007|1893196800000|false|debit card|Versie Stakoe|118-8262|gmx.com|IPv4|1693707910776|Basic level|1|15|false|PERSON
