id|createTime|deleteTime|isBlocked|type|nickname|phonenum|email|freqLoginType|lastLoginTime|accountLevel|inDegree|OutDegree|isExplicitDeleted|Owner
4875709821459890176|1658977409012|1893196800000|false|credit card|Carleen Her|132-1102|gmail.com|NFC|1785205286661|Basic level|1|2|false|PERSON
4917931067966488577|1671931231987|1893196800000|false|retirement account|Tami Otanicar|941-5623|gmail.com|RFID|1809366464915|Basic level|1|1|false|PERSON
4858821322857250818|1653841363383|1893196800000|false|prepaid card|Jamel Becks|906-1291|zoho.com|IPv4|1723660123871|Basic level|1|89|false|PERSON
4834895949836845059|1646423697138|1648739322753|false|trust account|Sang Pare|544-1169|gmx.com|MAC|1648701023210|Silver level|1|1|true|PERSON
4691625186691121156|1602444942273|1893196800000|false|certificate of deposit|Dusty Blazina|710-1480|gmail.com|QRCode|1802947526567|Platinum level|1|1|false|PERSON
4897946344620032005|1665803459498|1893196800000|true|foreign currency|Eugene Anibal|803-3158|hotmail.com|IPv4|1752060300637|Basic level|1|6|false|PERSON
4895131594852925446|1664986309189|1893196800000|false|escrow account|Vernon Schmaltz|206-2491|gmx.com|ATM|1885133394496|Platinum level|3|159|false|PERSON
4879650471133839367|1660224526742|1893196800000|false|trust account|Sabra Toste|188-9897|zoho.com|MAC|1833963886523|Basic level|1|1|false|PERSON
4901886994293981192|1667059969111|1893196800000|false|merchant account|Jared Thibedeau|696-4487|gmail.com|RFID|1778341645531|Elite level|1|32|false|PERSON
4735816758034694153|1616038718615|1893196800000|false|merchant account|Carol Magdaleno|637-4563|gmail.com|IPv6|1689959900641|Gold level|1|15|false|PERSON
4704010085666390026|1606241628847|1893196800000|false|retirement account|Johnna Turkington|734-5501|zoho.com|POS|1725629236660|Basic level|1|2|false|PERSON
4859384272810672139|1653999485679|1893196800000|false|escrow account|Monroe Uva|833-6540|gmail.com|NFC|1747894847286|Silver level|1|27|false|PERSON
4913990418292539404|1670769357696|1893196800000|false|prepaid card|Evelyn Buro|334-1090|gmail.com|RFID|1855201827270|Basic level|1|1|false|PERSON
4914834843222671373|1671021470340|1893196800000|false|debit card|Kelvin Auch|878-6054|teamster.net|IPv4|1880285118673|Gold level|9|1|false|PERSON
4806748452165779470|1637803943229|1893196800000|false|brokerage account|Corie Taran|897-2907|gmail.com|MAC|1885804671189|Basic level|9|1|false|PERSON
4713298759897841679|1609086094116|1893196800000|false|internet account|Gwenda Faiella|551-0474|yahoo.com|RFID|1643612845659|Basic level|2|1|false|PERSON
4843058724161454096|1648972310786|1659653982567|false|merchant account|Daron Hohnson|774-1316|gmail.com|IPv4|1649991392289|Silver level|2|1|true|PERSON
4730468733477191697|1614376373729|1893196800000|false|trust account|Harriette Smyrski|276-6234|yahoo.com|MAC|1694531524991|Gold level|3|1|false|PERSON
4856006573090144274|1652948940001|1893196800000|false|corporate account|Shanita Jayo|114-7473|gmail.com|IPv6|1812314690245|Basic level|3|1|false|PERSON
4869235896995545107|1657015834776|1670297229278|false|escrow account|Lavina Harvat|864-1381|gmail.com|IPv6|1658457043614|Silver level|1|1|true|PERSON
4830673825186185236|1645175571299|1893196800000|false|trust account|Max Tambunga|254-1772|gmail.com|PHONE|1781333461402|Silver level|1|1|false|PERSON
4861073122670936085|1654526227953|1661979848674|false|internet account|Carmelo Feikles|351-8473|gmx.com|QRCode|1654538862188|Basic level|1|1|true|PERSON
4842495774208032790|1648768785163|1893196800000|true|internet account|Tania Diepenbrock|068-4877|gmail.com|IPv4|1685153200841|Basic level|1|16|false|PERSON
4874865396529758231|1658727234362|1893196800000|false|trust account|Cori Bondroff|154-4754|gmail.com|WIFI|1866681706632|Gold level|1|10|false|PERSON
4701758285852704792|1605551241880|1893196800000|false|retirement account|Devon Horeth|999-3224|gmail.com|WIFI|1612313312371|Silver level|1|1|false|PERSON
4759460656078389273|1623258529771|1893196800000|false|internet account|Ignacio Mcintire|361-6865|gmail.com|MAC|1725978585076|Basic level|1|3|false|PERSON
4835177424813555738|1646547836379|1893196800000|false|prepaid card|Patsy Kime|823-4927|maghreb.cc|PHONE|1838486706303|Basic level|3|1|false|PERSON
4847280848812113947|1650226412538|1893196800000|false|trust account|Audra Poole|691-9432|hotmail.com|IPv6|1655619783287|Gold level|1|4|false|PERSON
4732720533290876956|1615034769518|1893196800000|false|retirement account|Dalton Naiman|390-5896|yahoo.com|IPv6|1843852977799|Basic level|10|10|false|PERSON
4863606397461331997|1655297262813|1656472298476|false|brokerage account|Domenic Hurter|941-1489|yahoo.com|POS|1655692662805|Basic level|1|1|true|PERSON
4908079443781615646|1668955635977|1893196800000|false|prepaid card|Stanton Drobny|490-8138|yahoo.com|WIFI|1871370754393|Basic level|15|5|false|PERSON
4870361796902387743|1657383882710|1893196800000|false|merchant account|Jason Vliem|421-0766|gmx.com|POS|1865728524412|Silver level|1|5|false|PERSON
4745949857196277792|1619126942587|1893196800000|true|retirement account|Kelsie Hiraki|039-4417|gmail.com|QRCode|1766891271997|Silver level|2|1|false|PERSON
4729061358593638433|1613969703910|1893196800000|false|retirement account|Buck Ganis|801-5068|yahoo.com|ATM|1806325451574|Basic level|1|1|false|PERSON
4846154948905271330|1649938337471|1668013047708|false|certificate of deposit|Piedad Loughney|776-4993|gmail.com|MAC|1665514056110|Basic level|1|1|true|PERSON
4855725098113433635|1652875330300|1893196800000|false|retirement account|Pearlene Shook|297-1089|gmx.com|PHONE|1864846473354|Basic level|8|1|false|PERSON
4915116318199382052|1671090654654|1893196800000|false|certificate of deposit|Nella Jenny|322-1095|gmail.com|POS|1807967224956|Basic level|1|1|false|PERSON
4899353719503585317|1666288263530|1893196800000|false|credit card|Almeda Lestor|206-2468|yahoo.com|WIFI|1701716376004|Basic level|2|4|false|PERSON
4906390593921351718|1668460081918|1893196800000|false|merchant account|Hyman Zottola|214-4650|hotmail.com|PHONE|1697064482344|Basic level|12|2|false|PERSON
4910894193548722215|1669788311572|1893196800000|false|retirement account|Lavina Dahan|589-7467|gmail.com|MAC|1674054063796|Basic level|1|8|false|PERSON
4792674703330246696|1633463186789|1893196800000|false|trust account|Chantelle Ruesink|696-5280|yahoo.com|QRCode|1814906586528|Basic level|1|1|false|PERSON
4714143184827973673|1609381656795|1893196800000|false|retirement account|Richard Colliver|324-1215|yahoo.com|RFID|1689611866058|Silver level|5|10|false|PERSON
4695565836365070378|1603661310917|1620450325640|false|internet account|Carma Sewell|424-0206|gmail.com|POS|1616507839879|Basic level|1|2|true|PERSON
4879087521180418091|1660010379028|1893196800000|true|credit card|Mellie Feltman|040-6013|gmail.com|QRCode|1885583102044|Basic level|1|1|false|PERSON
4633922816465436716|1584705522267|1893196800000|false|brokerage account|Bennett Wesner|069-2536|yahoo.com|MAC|1649423004661|Basic level|1|1|false|PERSON
4887813245458448429|1662756808694|1893196800000|false|trust account|Tuyet Wish|537-8342|yahoo.com|MAC|1833422467555|Basic level|1|5|false|PERSON
